12,78
28,63
73,55
39,36
58,11
37,50
86,21
27,64
13,59
30,66
75,20
25,2
16,21
98,11
2,27
65,33
76,69
50,24
79,57
5,34
90,59
71,34
25,83
82,74
74,37
3,74
42,54
64,7
9,63
77,13
47,51
74,0
62,69
20,83
59,29
14,97
66,6
0,60
73,5
2,10
13,69
80,16
42,71
42,66
87,66
81,7
74,34
50,52
82,92
6,97
72,1
76,48
88,36
78,54
71,29
15,76
62,13
30,93
85,33
39,27
43,92
39,82
64,1
27,98
24,47
96,86
84,14
21,37
12,17
13,57
98,37
95,56
55,43
6,13
70,73
42,75
53,59
1,51
22,86
83,22
97,91
38,79
71,0
57,92
6,35
10,2
66,73
63,13
32,38
79,74
83,46
92,34
93,53
98,44
23,65
48,89
7,66
8,10
69,23
78,65
85,53
93,65
22,68
24,58
4,31
31,57
74,24
51,3
13,88
69,68
59,42
8,38
46,44
16,27
7,64
66,13
69,87
91,64
16,30
86,25
74,21
31,61
60,64
37,36
45,81
7,93
71,83
49,11
5,35
34,44
53,33
82,44
77,23
92,53
57,5
38,86
60,36
82,59
58,98
49,12
59,42
90,12
72,34
79,53
77,62
31,95
55,27
6,58
22,9
26,5
97,85
77,68
35,2
27,1
46,19
39,56
62,8
52,20
6,84
42,88
99,3
58,43
45,96
93,72
45,0
61,2
39,21
81,19
70,1
72,67
68,33
53,87
93,73
91,78
21,16
90,67
73,81
15,13
58,13
25,32
72,75
74,90
29,25
3,66
21,26
91,87
48,84
19,15
0,22
41,28
66,85
2,17
68,36
73,37
73,5
72,82
26,32
54,97
61,97
23,6
28,91
56,94
89,33
72,42
61,82
40,77
30,5
18,8
13,66
8,46
11,48
95,38
40,67
51,75
43,12
81,40
24,44
61,4
66,19
89,13
30,3
17,17
15,24
15,23
40,27
19,22
12,23
39,86
40,60
97,8
87,91
30,49
99,74
3,57
28,24
66,83
40,21
42,62
44,29
91,40
88,78
63,35
26,54
38,37
73,88
0,92
98,66
49,1
21,66
75,16
23,74
2,95
23,31
56,28
42,85
70,4
32,84
36,73
12,28
62,85
77,58
72,32
65,62
66,98
49,77
45,70
58,83
62,51
43,34
64,49
66,20
88,55
61,57
35,58
98,37
29,51
27,48
85,65
39,23
21,65
34,61
46,35
87,58
63,44
29,45
28,87
69,19
66,14
19,64
10,15
26,87
35,85
14,50
6,42
90,22
47,79
66,75
19,10
40,98
24,2
95,32
32,11
0,40
62,79
14,99
23,61
19,41
24,0
30,22
61,15
28,94
57,63
91,26
37,9
20,23
52,58
69,38
22,53
69,46
19,91
31,12
78,49
18,63
6,25
23,65
23,85
41,20
37,27
6,57
26,53
38,59
47,52
35,15
60,37
37,98
5,25
35,30
93,42
88,17
9,9
7,49
36,16
13,45
77,83
19,81
92,21
50,99
71,42
25,22
19,58
3,19
92,50
37,53
42,62
10,30
33,35
2,23
50,95
97,83
51,37
24,65
17,73
74,60
75,18
47,49
83,87
68,49
52,63
68,78
24,45
54,43
26,47
77,71
0,1
45,86
11,31
72,12
7,9
51,79
30,35
58,93
64,85
69,63
57,75
41,80
35,47
46,49
20,65
4,69
81,14
29,15
95,30
97,15
64,70
49,12
47,53
79,44
23,48
6,65
36,6
51,40
15,93
3,96
89,32
35,37
7,8
20,68
65,13
37,1
44,77
32,22
63,84
84,29
27,7
47,33
56,77
35,24
48,2
12,68
98,19
72,39
32,63
31,68
50,31
15,42
56,67
49,93
34,85
93,99
97,65
6,96
82,48
94,11
80,62
78,13
90,2
22,75
19,84
88,58
21,41
53,46
71,85
18,99
35,34
9,52
54,14
37,82
38,11
15,9
71,63
87,62
37,55
93,41
32,87
10,83
71,34
45,62
72,49
98,77
79,16
68,10
45,16
72,82
54,22
55,22
17,45
49,74
58,49
87,96
97,99
43,96
52,43
65,6
28,2
9,15
21,23
31,15
42,49
68,28
58,83
56,5
21,16
55,97
14,52
65,76
86,89
27,2
16,17
62,15
28,13
60,21
79,61
70,75
95,36
71,81
74,40
78,38
27,17
7,62
0,20
74,47
43,52
92,64
23,61
96,69
58,71
3,79
75,57
59,92
95,92
21,21
63,51
82,83
21,59
50,88
70,13
89,90
81,42
2,74
20,40
88,12
61,46
49,15
12,59
46,55
1,23
84,88
71,48
3,4
9,79
77,60
3,7
18,27
89,85
53,55
37,31
32,97
52,37
99,41
95,32
27,60
28,22
58,17
0,9
22,25
50,8
74,99
87,2
12,75
75,91
57,4
63,85
46,52
26,71
97,72
18,42
32,45
64,38
92,66
8,0
61,87
45,2
25,88
96,4
91,97
51,58
88,95
36,21
27,35
31,96
81,97
71,76
5,97
20,35
78,24
4,19
91,76
25,70
15,21
33,65
90,29
19,37
55,9
5,30
64,86
31,81
73,12
16,8
0,4
60,28
76,82
88,48
28,63
7,2
10,82
41,10
80,64
5,63
21,29
81,53
85,37
48,87
97,98
12,1
58,27
42,2
36,49
37,42
90,51
26,6
49,75
11,57
96,51
50,5
29,31
70,35
87,30
73,30
59,8
61,45
70,69
11,1
71,20
31,46
72,27
61,66
17,52
39,49
2,61
52,0
12,57
7,50
37,44
73,11
5,87
69,71
45,65
67,6
3,55
55,27
52,35
17,28
21,54
46,10
81,55
78,70
1,32
63,1
79,95
67,77
25,20
95,73
25,86
50,63
77,92
29,45
83,7
41,42
36,46
2,74
50,29
98,32
79,97
56,94
84,70
55,47
82,33
46,74
96,21
52,37
99,98
37,29
66,25
43,95
59,20
37,40
55,27
6,9
62,64
6,37
78,83
53,65
34,78
63,29
98,58
75,44
35,45
1,95
47,3
15,63
79,78
21,26
77,91
90,26
12,86
7,16
81,83
74,71
60,40
83,48
75,12
9,76
17,15
88,25
38,56
11,82
88,94
9,24
12,75
54,25
6,34
84,95
81,47
33,51
99,7
21,22
7,81
10,88
1,87
12,84
53,76
0,99
75,1
67,46
95,52
94,34
89,34
35,9
99,23
13,34
91,32
56,23
38,13
35,68
89,82
29,71
74,35
20,58
91,60
70,81
93,83
89,79
11,12
75,8
9,70
43,66
70,84
86,97
56,72
54,34
57,57
97,57
66,11
42,90
40,90
33,19
60,19
16,68
89,54
58,10
79,75
2,53
85,24
90,63
17,10
33,0
7,58
50,12
62,40
83,46
72,49
14,32
75,67
52,20
69,75
81,83
89,93
68,57
31,23
65,74
7,84
67,98
55,5
45,64
80,82
64,70
14,63
51,63
94,63
42,2
71,91
60,86
20,45
60,19
86,60
12,99
2,80
21,68
6,3
66,86
11,70
37,78
18,10
42,14
56,30
6,0
44,37
81,51
2,5
72,99
91,29
68,15
55,47
57,62
43,11
51,2
97,60
18,76
51,47
78,62
77,33
28,87
19,80
78,73
88,2
44,66
61,87
22,85
75,69
20,5
85,8
3,9
45,79
9,49
72,76
35,6
15,52
15,6
93,63
74,94
53,88
22,37
17,5
26,80
66,43
62,44
39,44
75,90
78,5
91,52
54,20
50,41
35,23
47,32
13,50
58,74
78,86
78,11
72,5
17,74
38,39
18,68
12,88
69,36
74,53
77,16
50,54
64,52
97,45
14,26
94,79
4,31
2,33
85,69
36,99
80,95
22,46
50,50
96,68
23,47
27,71
44,9
15,60
74,23
41,36
89,93
16,34
26,18
8,2
59,1
17,93
86,14
29,6
25,34
91,23
29,73
19,92
59,70
19,6
23,60
89,75
64,6
30,87
88,0
32,72
67,45
95,1
75,15
15,65
54,21
66,47
91,83
72,36
95,52
51,39
85,74
71,53
23,94
78,15
13,4
61,25
16,42
24,34
55,74
90,37
81,12
90,21
78,36
5,85
21,22
12,42
69,71
78,3
91,68
56,94
0,17
57,21
20,23
56,5
24,37
11,81
30,58
40,95
7,44
50,50
91,55
16,34
60,28
16,27
48,87
66,66
10,9
22,75
22,55
58,13
34,65
64,3
53,1
59,14
29,74
5,15
89,60
18,49
49,26
86,5
27,89
55,89
62,85
91,22
55,12
49,24
14,20
25,97
96,90
27,49
73,12
53,67
30,91
94,86
47,82
62,76
47,27
33,67
21,80
83,74
2,68
94,7
73,94
97,84
79,20
45,67
55,23
6,47
33,18
36,21
46,68
28,43
86,12
11,99
19,85
40,73
30,62
32,60
74,14
93,60
6,0
22,83
49,67
12,19
79,63
15,15
81,75
98,33
72,21
54,82
12,18
78,26
41,37
1,63
72,91
9,83
21,9
89,95
44,7
93,30
69,79
32,14
88,25
78,95
78,74
70,83
68,61
61,78
74,70
75,29
94,83
94,80
3,22
69,95
50,72
4,91
17,75
48,11
44,53
89,21
24,59
54,93
69,21
58,18
27,37
5,69
57,56
78,6
89,60
80,50
43,99
34,59
18,69
82,19
3,93
34,78
69,69
98,88
10,80
36,86
18,44
97,96
1,49
67,42
20,33
11,68
92,8
86,4
65,28
6,56
44,46
23,52
53,69
92,76
13,58
30,23
34,43
88,1
28,9
16,16
39,33
55,53
73,58
15,54
68,35
75,82
54,70
18,75
53,84
22,2
76,0
68,47
81,18
64,21
43,92
11,18
43,66
58,80
15,49
90,57
21,51
93,49
54,45
34,10
72,29
24,63
99,72
17,97
73,7
82,17
2,57
95,18
34,30
21,80
